Name	Version	Format	LastModified	Size	Nodes	Edges	ConnectedComponents	Singletons	MaxNodeDegree	MeanNodeDegree
miapa	release	JSON	2021-10-02 02:29:35+00:00	53997	88	58	(33, 1, 27)	23	14	1.32
miapa	release	TSV	2021-10-02 02:29:35+00:00	4909	88	58	(33, 1, 27)	23	14	1.32
miapa	release	JSON	2021-10-02 02:29:35+00:00	53997	88	58	(33, 1, 27)	23	14	1.32
micro	NA	TSV								
micro	NA	JSON								
miro	2014-05-14	TSV								
miro	2014-05-14	JSON								
miro	11%3A04%3A2014%2011%3A14	TSV								
miro	11%3A04%3A2014%2011%3A14	JSON								
miro	11%3A04%3A2014%2011%3A14	TSV								
miro	11%3A04%3A2014%2011%3A14	JSON								
mmo	2.39	TSV	2021-10-02 02:29:52+00:00	70432	730	798	(29, 1, 699)	26	36	2.19
mmo	2.39	JSON	2021-10-02 02:29:53+00:00	861186	730	798	(29, 1, 699)	26	36	2.19
mmusdv	2020-03-10	TSV	2021-10-02 02:30:00+00:00	16037	174	367	(36, 1, 130)	30	108	4.22
mmusdv	2020-03-10	JSON	2021-10-02 02:29:59+00:00	261925	174	367	(36, 1, 130)	30	108	4.22
mod	10-03-2021-14-36	TSV	2021-10-26 19:33:39+00:00	194551	2135	4551	(141, 1, 1980)	139	801	4.26
mod	10-03-2021-14-36	JSON	2021-10-26 19:33:38+00:00	3751549	2135	4551	(141, 1, 1980)	139	801	4.26
mondo	2021-10-01	TSV	2021-10-07 20:42:09+00:00	6030904	117190	153604	(1911, 1, 114651)	1629	3981	2.62
mondo	2021-10-01	JSON	2021-10-07 20:42:11+00:00	104950496	117190	153604	(1911, 1, 114651)	1629	3981	2.62
mondo	2021-09-01	TSV	2021-10-02 02:48:28+00:00	6012688	117123	153396	(1909, 1, 114586)	1627	3981	2.62
mondo	2021-09-01	JSON	2021-10-02 02:48:30+00:00	104755791	117123	153396	(1909, 1, 114586)	1627	3981	2.62
mop	2014-09-03	TSV	2021-10-02 02:49:04+00:00	103416	3714	3877	(26, 1, 3683)	21	169	2.09
mop	2014-09-03	JSON	2021-10-02 02:49:04+00:00	3068239	3714	3877	(26, 1, 3683)	21	169	2.09
mp	2021-10-26	TSV	2021-10-26 19:38:23+00:00	2163116	27740	30384	(4553, 1, 23188)	4552	1279	2.19
mp	2021-10-26	JSON	2021-10-26 19:38:22+00:00	26082520	27740	30384	(4553, 1, 23188)	4552	1279	2.19
mp	2021-09-21	TSV	2021-10-02 02:52:14+00:00	1389498	17923	20494	(4554, 1, 13370)	4553	1254	2.29
mp	2021-09-21	JSON	2021-10-02 02:52:13+00:00	18317613	17923	20494	(4554, 1, 13370)	4553	1254	2.29
mp	2021-10-15	TSV	2021-10-22 16:25:43+00:00	2165140	27731	30368	(4553, 1, 23179)	4552	1273	2.19
mp	2021-10-15	JSON	2021-10-22 16:25:39+00:00	26675903	27731	30368	(4553, 1, 23179)	4552	1273	2.19
mpath	2020-05-19	TSV	2021-10-02 02:52:25+00:00	56951	916	951	(73, 1, 843)	71	46	2.08
mpath	2020-05-19	JSON	2021-10-02 02:52:24+00:00	820040	916	951	(73, 1, 843)	71	46	2.08
mpio	2019-01-30	TSV	2021-10-15 03:53:33+00:00	22829	146	102	(59, 1, 87)	57	15	1.40
mpio	2019-01-30	JSON	2021-10-15 03:53:33+00:00	165139	146	102	(59, 1, 87)	57	15	1.40
mro	2021-10-15	TSV	2021-10-22 16:39:38+00:00	5437320	51364	168075	(25, 1, 51320)	21	22248	6.54
mro	2021-10-15	JSON	2021-10-22 16:39:36+00:00	107315163	51364	168075	(25, 1, 51320)	21	22248	6.54
mro	2021-09-24	TSV	2021-10-02 03:00:08+00:00	2562547	51352	56283	(25, 1, 51308)	21	4724	2.19
mro	2021-09-24	JSON	2021-10-02 03:00:06+00:00	50930162	51352	56283	(25, 1, 51308)	21	4724	2.19
ms	4.1.62	TSV	2021-10-26 19:40:00+00:00	393010	6361	11168	(1098, 1, 5263)	1096	1351	3.51
ms	4.1.62	JSON	2021-10-26 19:40:00+00:00	7518096	6361	11168	(1098, 1, 5263)	1096	1351	3.51
ms	4.1.35	TSV	2021-10-15 03:54:47+00:00	347356	6228	9869	(1104, 1, 5124)	1102	1351	3.17
ms	4.1.35	JSON	2021-10-15 03:54:48+00:00	6786134	6228	9869	(1104, 1, 5124)	1102	1351	3.17
nbo	2021-02-15	TSV	2021-10-02 03:00:19+00:00	61347	1055	1077	(67, 1, 982)	64	23	2.04
nbo	2021-02-15	JSON	2021-10-02 03:00:19+00:00	982020	1055	1077	(67, 1, 982)	64	23	2.04
ncbitaxon	2021-06-10	TSV	2021-10-02 06:57:38+00:00	105696642	2334950	4445811	(14, 1, 2334921)	11	1906677	3.81
ncbitaxon	2021-06-10	JSON	2021-10-02 06:57:06+00:00	2690720720	2334950	4445811	(14, 1, 2334921)	11	1906677	3.81
ncit	2021-08-20	TSV	2021-10-02 08:02:45+00:00	32518543	167153	575752	(40, 1, 166984)	16	25063	6.89
ncit	2021-08-20	JSON	2021-10-02 08:02:40+00:00	405475308	167153	575752	(40, 1, 166984)	16	25063	6.89
ncro	2015-12-10	TSV	2021-10-02 08:03:11+00:00	179355	3182	4999	(41, 1, 3140)	39	1885	3.14
ncro	2015-12-10	JSON	2021-10-02 08:03:12+00:00	3554656	3182	4999	(41, 1, 3140)	39	1885	3.14
nomen	no_version	TSV	2021-10-22 16:39:58+00:00	9421	386	467	(21, 1, 325)	16	24	2.42
nomen	no_version	JSON	2021-10-22 16:39:59+00:00	98467	386	467	(21, 1, 325)	16	24	2.42
oae	release	TSV	2021-10-02 08:04:39+00:00	1059752	10252	18712	(79, 1, 9889)	69	1315	3.65
oae	release	JSON	2021-10-02 08:04:37+00:00	13259538	10252	18712	(79, 1, 9889)	69	1315	3.65
oae	release	TSV	2021-10-02 08:04:39+00:00	1059752	10252	18712	(79, 1, 9889)	69	1315	3.65
oae	release	JSON	2021-10-02 08:04:37+00:00	13259538	10252	18712	(79, 1, 9889)	69	1315	3.65
oarcs	release	TSV	2021-10-02 08:04:47+00:00	21146	652	562	(346, 1, 306)	344	67	1.72
oarcs	release	JSON	2021-10-02 08:04:48+00:00	468040	652	562	(346, 1, 306)	344	67	1.72
oarcs	release	TSV	2021-10-02 08:04:47+00:00	21146	652	562	(346, 1, 306)	344	67	1.72
oarcs	release	JSON	2021-10-02 08:04:48+00:00	468040	652	562	(346, 1, 306)	344	67	1.72
oba	13-11-2015-10-21	TSV	2021-10-26 19:45:38+00:00	1859905	17331	53630	(39, 1, 17291)	36	2170	6.19
oba	13-11-2015-10-21	JSON	2021-10-26 19:45:38+00:00	31495460	17331	53630	(39, 1, 17291)	36	2170	6.19
obcs	2018-02-22	TSV	2021-10-02 08:05:02+00:00	150812	982	1902	(23, 1, 955)	19	143	3.87
obcs	2018-02-22	JSON	2021-10-02 08:05:02+00:00	1507097	982	1902	(23, 1, 955)	19	143	3.87
obi	2021-08-18	TSV	2021-10-01 21:50:06+00:00	518253	4916	6778	(1242, 1, 3610)	1222	957	2.76
obi	2021-08-18	JSON	2021-10-01 21:50:07+00:00	5973458	4916	6778	(1242, 1, 3610)	1222	957	2.76
obib	2021-02-02	TSV	2021-10-02 08:05:34+00:00	232147	2205	3578	(45, 1, 2151)	41	381	3.25
obib	2021-02-02	JSON	2021-10-02 08:05:34+00:00	2803960	2205	3578	(45, 1, 2151)	41	381	3.25
ogg	12-01-2016	TSV	2021-10-07 21:00:49+00:00	10940276	69868	70175	(34, 1, 69814)	28	20712	2.01
ogg	12-01-2016	JSON	2021-10-07 21:00:29+00:00	125310844	69868	70175	(34, 1, 69814)	28	20712	2.01
ogi	NA	TSV								
ogi	NA	JSON								
ogms	2021-08-19	TSV	2021-10-02 08:22:06+00:00	33435	283	292	(58, 1, 221)	53	35	2.06
ogms	2021-08-19	JSON	2021-10-02 08:22:05+00:00	308585	283	292	(58, 1, 221)	53	35	2.06
ogsf	11-22-2014	TSV	2021-10-15 05:04:00+00:00	81202	710	1391	(103, 1, 598)	96	164	3.91
ogsf	11-22-2014	JSON	2021-10-15 05:03:59+00:00	1015148	710	1391	(103, 1, 598)	96	164	3.91
ohd	2016-06-27	TSV	2021-10-07 21:01:38+00:00	284551	3034	6077	(80, 1, 2934)	76	549	4.00
ohd	2016-06-27	JSON	2021-10-07 21:01:37+00:00	4135060	3034	6077	(80, 1, 2934)	76	549	4.00
ohd	release	TSV	2021-10-02 08:22:48+00:00	283651	3034	6077	(80, 1, 2934)	76	549	4.00
ohd	release	JSON	2021-10-02 08:22:47+00:00	4135228	3034	6077	(80, 1, 2934)	76	549	4.00
ohmi	2019-09-17	TSV	2021-10-22 16:40:56+00:00	170365	1805	3529	(48, 1, 1740)	44	328	3.91
ohmi	2019-09-17	JSON	2021-10-22 16:40:57+00:00	814715	1805	3529	(48, 1, 1740)	44	328	3.91
ohpi	releases	TSV	2021-10-22 16:44:47+00:00	2061711	14168	40506	(240, 1, 13907)	228	4426	5.72
ohpi	releases	JSON	2021-10-22 16:44:48+00:00	9972511	14168	40506	(240, 1, 13907)	228	4426	5.72
olatdv	2020-03-10	TSV	2021-10-02 08:26:41+00:00	11465	64	91	(15, 1, 47)	11	46	2.84
olatdv	2020-03-10	JSON	2021-10-02 08:26:41+00:00	92951	64	91	(15, 1, 47)	11	46	2.84
omit	dev	TSV	2021-10-15 11:09:50+00:00	3328304	91070	102778	(70, 1, 90993)	64	59885	2.26
omit	dev	JSON	2021-10-15 11:09:48+00:00	77634020	91070	102778	(70, 1, 90993)	64	59885	2.26
omo	2020-06-08	TSV	2021-10-02 08:26:50+00:00	9846	112	56	(57, 1, 46)	52	10	1.00
omo	2020-06-08	JSON	2021-10-02 08:26:50+00:00	85362	112	56	(57, 1, 46)	52	10	1.00
omp	2021-10-01	TSV	2021-10-02 08:27:18+00:00	156448	2445	3775	(116, 1, 2315)	112	209	3.09
omp	2021-10-01	JSON	2021-10-02 08:27:18+00:00	2960160	2445	3775	(116, 1, 2315)	112	209	3.09
omrse	2021-08-30	TSV	2021-10-02 08:27:25+00:00	29050	381	362	(88, 1, 215)	65	18	1.90
omrse	2021-08-30	JSON	2021-10-02 08:27:25+00:00	347883	381	362	(88, 1, 215)	65	18	1.90
one	release	TSV	2021-10-15 11:10:56+00:00	649699	4713	10239	(46, 1, 4649)	43	2067	4.34
one	release	JSON	2021-10-15 11:10:58+00:00	7587793	4713	10239	(46, 1, 4649)	43	2067	4.34
ons	release	TSV	2021-10-15 11:12:40+00:00	987259	7833	23686	(78, 1, 7722)	70	5024	6.05
ons	release	JSON	2021-10-15 11:12:39+00:00	14661749	7833	23686	(78, 1, 7722)	70	5024	6.05
ontoneo	2021-04-29	TSV	2021-10-15 11:13:23+00:00	263273	2573	3929	(164, 1, 2363)	148	107	3.05
ontoneo	2021-04-29	JSON	2021-10-15 11:13:24+00:00	3209011	2573	3929	(164, 1, 2363)	148	107	3.05
oostt	2021-01-08	TSV	2021-10-15 11:13:41+00:00	131369	995	1445	(70, 1, 920)	65	63	2.90
oostt	2021-01-08	JSON	2021-10-15 11:13:42+00:00	1355186	995	1445	(70, 1, 920)	65	63	2.90
opl	2021-01-28	TSV	2021-10-02 08:27:42+00:00	77241	683	1284	(80, 1, 597)	72	38	3.76
opl	2021-01-28	JSON	2021-10-02 08:27:41+00:00	970483	683	1284	(80, 1, 597)	72	38	3.76
opmi	release	TSV	2021-10-02 08:28:16+00:00	413437	3939	9357	(112, 1, 3801)	105	1062	4.75
opmi	release	JSON	2021-10-02 08:28:17+00:00	5519434	3939	9357	(112, 1, 3801)	105	1062	4.75
opmi	release	TSV	2021-10-02 08:28:16+00:00	413437	3939	9357	(112, 1, 3801)	105	1062	4.75
opmi	release	JSON	2021-10-02 08:28:17+00:00	5519434	3939	9357	(112, 1, 3801)	105	1062	4.75
ornaseq	2019-07-08	TSV	2021-10-02 08:28:23+00:00	25850	200	332	(11, 1, 189)	9	84	3.32
ornaseq	2019-07-08	JSON	2021-10-02 08:28:23+00:00	236990	200	332	(11, 1, 189)	9	84	3.32
ovae	04-11-2016	TSV	2021-10-07 21:07:00+00:00	339774	3341	8145	(85, 1, 3241)	79	705	4.87
ovae	04-11-2016	JSON	2021-10-07 21:06:59+00:00	4797068	3341	8145	(85, 1, 3241)	79	705	4.87
ovae	release	TSV	2021-10-02 08:28:58+00:00	341532	3341	8145	(85, 1, 3241)	79	705	4.87
ovae	release	JSON	2021-10-02 08:28:57+00:00	4796983	3341	8145	(85, 1, 3241)	79	705	4.87
pato	2021-09-09	TSV	2021-10-01 21:50:36+00:00	122829	2903	5293	(925, 1, 1979)	924	1355	3.65
pato	2021-09-09	JSON	2021-10-01 21:50:37+00:00	3077678	2903	5293	(925, 1, 1979)	924	1355	3.65
pco	2021-05-03	TSV	2021-10-02 08:29:03+00:00	10753	163	187	(45, 1, 97)	40	17	2.29
pco	2021-05-03	JSON	2021-10-02 08:29:02+00:00	132086	163	187	(45, 1, 97)	40	17	2.29
pdro	2021-06-08	TSV	2021-10-02 08:29:10+00:00	63574	470	907	(19, 1, 418)	9	94	3.86
pdro	2021-06-08	JSON	2021-10-02 08:29:11+00:00	648101	470	907	(19, 1, 418)	9	94	3.86
pdumdv	2020-03-10	TSV	2021-10-02 08:29:16+00:00	5760	40	42	(17, 1, 21)	13	20	2.10
pdumdv	2020-03-10	JSON	2021-10-02 08:29:16+00:00	46616	40	42	(17, 1, 21)	13	20	2.10
peco	2020-08-21	TSV	2021-10-15 11:15:02+00:00	232104	3287	6460	(56, 1, 3229)	51	604	3.93
peco	2020-08-21	JSON	2021-10-15 11:15:01+00:00	4019474	3287	6460	(56, 1, 3229)	51	604	3.93
phipo	2021-07-14	TSV	2021-10-22 16:45:58+00:00	98544	1984	1485	(528, 1, 1456)	526	198	1.50
phipo	2021-07-14	JSON	2021-10-22 16:45:58+00:00	864367	1984	1485	(528, 1, 1456)	526	198	1.50
plana	2021-10-21	TSV	2021-10-22 16:46:23+00:00	127940	999	3000	(91, 1, 901)	85	191	6.01
plana	2021-10-21	JSON	2021-10-22 16:46:24+00:00	2204021	999	3000	(91, 1, 901)	85	191	6.01
plana	2021-09-29	TSV	2021-10-02 08:29:47+00:00	117886	999	2652	(296, 1, 612)	219	191	5.31
plana	2021-09-29	JSON	2021-10-02 08:29:48+00:00	1985358	999	2652	(296, 1, 612)	219	191	5.31
plana	2021-10-06	TSV	2021-10-07 21:07:39+00:00	118200	999	2652	(296, 1, 612)	219	191	5.31
plana	2021-10-06	JSON	2021-10-07 21:07:40+00:00	1985558	999	2652	(296, 1, 612)	219	191	5.31
planp	2020-03-28	TSV	2021-10-02 08:29:58+00:00	17481	1287	1	(1286, 1, 2)	1285	1	0.00
planp	2020-03-28	JSON	2021-10-02 08:29:58+00:00	480767	1287	1	(1286, 1, 2)	1285	1	0.00
po	2021-08-13	TSV	2021-10-15 02:14:10+00:00	281544	2220	4470	(179, 1, 2032)	174	203	4.03
po	2021-08-13	JSON	2021-10-15 02:14:09+00:00	3542871	2220	4470	(179, 1, 2032)	174	203	4.03
poro	2016-09-13	TSV	2021-10-15 11:15:48+00:00	69816	1027	1379	(45, 1, 972)	40	52	2.69
poro	2016-09-13	JSON	2021-10-15 11:15:47+00:00	1041408	1027	1379	(45, 1, 972)	40	52	2.69
ppo	2018-10-26	TSV	2021-10-02 08:30:10+00:00	64286	619	1495	(3, 1, 616)	1	143	4.83
ppo	2018-10-26	JSON	2021-10-02 08:30:11+00:00	897875	619	1495	(3, 1, 616)	1	143	4.83
pr	63.0	TSV	2021-10-22 14:22:52+00:00	36242280	332976	879904	(5390, 1, 327576)	5388	99942	5.29
pr	63.0	JSON	2021-10-22 14:22:54+00:00	641150342	332976	879904	(5390, 1, 327576)	5388	99942	5.29
psdo	2020-12-04	TSV	2021-10-15 11:16:19+00:00	282026	1552	3805	(73, 1, 1469)	68	521	4.90
psdo	2020-12-04	JSON	2021-10-15 11:16:18+00:00	2817908	1552	3805	(73, 1, 1469)	68	521	4.90
pso	2020-05-19	TSV	2021-10-22 16:47:07+00:00	164201	4087	4566	(72, 1, 4010)	67	123	2.23
pso	2020-05-19	JSON	2021-10-22 16:47:08+00:00	1427624	4087	4566	(72, 1, 4010)	67	123	2.23
pw	7.52	TSV	2021-10-02 08:31:05+00:00	231372	2665	3290	(46, 1, 2619)	44	41	2.47
pw	7.52	JSON	2021-10-02 08:31:05+00:00	3048208	2665	3290	(46, 1, 2619)	44	41	2.47
rbo	2021-08-30	TSV	2021-10-02 08:31:12+00:00	14807	281	203	(79, 1, 37)	50	26	1.44
rbo	2021-08-30	JSON	2021-10-02 08:31:11+00:00	194066	281	203	(79, 1, 37)	50	26	1.44
rex	2017-11-19	TSV	2021-10-02 09:23:59+00:00	29450	571	731	(19, 1, 552)	17	20	2.56
rex	2017-11-19	JSON	2021-10-02 09:23:58+00:00	531399	571	731	(19, 1, 552)	17	20	2.56
rnao	NA	TSV								
rnao	NA	JSON								
ro	2021-10-27	TSV	2021-11-01 10:12:51+00:00	86143	913	1759	(90, 1, 807)	82	95	3.84
ro	2021-10-27	JSON	2021-11-01 10:12:52+00:00	62203	913	1759	(90, 1, 807)	82	95	3.84
ro	2021-08-31	TSV	2021-10-22 16:47:23+00:00	86408	906	1755	(86, 1, 806)	79	95	3.86
ro	2021-08-31	JSON	2021-10-22 16:47:24+00:00	13217	906	1755	(86, 1, 806)	79	95	3.86
rs	6.107	TSV	2021-10-02 08:31:56+00:00	168416	4789	6585	(20, 1, 4769)	18	333	2.75
rs	6.107	JSON	2021-10-02 08:31:57+00:00	4479116	4789	6585	(20, 1, 4769)	18	333	2.75
rxno	2021-01-21	TSV	2021-10-02 08:32:10+00:00	62862	937	1435	(46, 1, 891)	44	52	3.06
rxno	2021-01-21	JSON	2021-10-02 08:32:10+00:00	1066179	937	1435	(46, 1, 891)	44	52	3.06
sbo	28%3A08%3A2021%2003%3A13	TSV	2021-10-07 21:20:35+00:00	42824	695	741	(6, 1, 690)	5	33	2.13
sbo	28%3A08%3A2021%2003%3A13	JSON	2021-10-07 21:20:34+00:00	678191	695	741	(6, 1, 690)	5	33	2.13
sbo	release	TSV	2021-10-02 09:20:45+00:00	42531	695	741	(6, 1, 690)	5	33	2.13
sbo	release	JSON	2021-10-02 09:20:44+00:00	678223	695	741	(6, 1, 690)	5	33	2.13
scdo	2021-04-15	TSV	2021-10-02 09:21:16+00:00	443008	2749	6585	(101, 1, 2606)	60	209	4.67
scdo	2021-04-15	JSON	2021-10-02 09:21:17+00:00	5206700	2749	6585	(101, 1, 2606)	60	209	4.67
sepio	release	TSV	2021-10-15 11:17:21+00:00	52059	309	367	(69, 1, 222)	61	21	2.38
sepio	release	JSON	2021-10-15 11:17:21+00:00	429285	309	367	(69, 1, 222)	61	21	2.38
sibo	2015-06-15	TSV	2021-10-02 09:23:32+00:00	35715	547	1101	(65, 1, 482)	63	159	4.02
sibo	2015-06-15	JSON	2021-10-02 09:23:31+00:00	737362	547	1101	(65, 1, 482)	63	159	4.02
so	2021-07-12	TSV	2021-10-02 08:32:45+00:00	227439	2793	3773	(258, 1, 2521)	253	261	2.70
so	2021-07-12	JSON	2021-10-02 08:32:44+00:00	3198939	2793	3773	(258, 1, 2521)	253	261	2.70
spd	1.0	TSV	2021-10-02 08:32:58+00:00	60824	856	1191	(99, 1, 757)	97	22	2.78
spd	1.0	JSON	2021-10-02 08:32:57+00:00	993891	856	1191	(99, 1, 757)	97	22	2.78
stato	RC1.4	TSV	2021-10-07 21:08:52+00:00	233203	1255	3305	(32, 1, 1215)	29	514	5.27
stato	RC1.4	JSON	2021-10-07 21:08:51+00:00	2311596	1255	3305	(32, 1, 1215)	29	514	5.27
stato	release	TSV	2021-10-02 08:33:16+00:00	233005	1255	3305	(32, 1, 1215)	29	514	5.27
stato	release	JSON	2021-10-02 08:33:16+00:00	2311578	1255	3305	(32, 1, 1215)	29	514	5.27
swo	swo.owl	TSV	2021-10-02 08:33:49+00:00	260431	2860	5537	(144, 1, 2715)	141	676	3.87
swo	swo.owl	JSON	2021-10-02 08:33:50+00:00	3958373	2860	5537	(144, 1, 2715)	141	676	3.87
symp	2020-08-04	TSV	2021-10-02 08:33:59+00:00	34059	968	851	(118, 1, 850)	116	51	1.76
symp	2020-08-04	JSON	2021-10-02 08:33:58+00:00	697328	968	851	(118, 1, 850)	116	51	1.76
tads	2015-08-20	TSV	2021-10-26 20:14:46+00:00	82362	649	949	(20, 1, 629)	18	93	2.92
tads	2015-08-20	JSON	2021-10-26 20:14:45+00:00	1532390	649	949	(20, 1, 629)	18	93	2.92
taxrank	2016-04-15	TSV	2021-10-02 08:34:04+00:00	2269	75	62	(13, 1, 62)	11	61	1.65
taxrank	2016-04-15	JSON	2021-10-02 08:34:04+00:00	55340	75	62	(13, 1, 62)	11	61	1.65
tgma	2013-06-03	TSV	2021-10-26 20:15:30+00:00	251924	1893	2734	(28, 1, 1865)	26	112	2.89
tgma	2013-06-03	JSON	2021-10-26 20:15:30+00:00	4615973	1893	2734	(28, 1, 1865)	26	112	2.89
to	2021-04-06	TSV	2021-10-15 11:19:22+00:00	590603	5393	9931	(131, 1, 5251)	123	399	3.68
to	2021-04-06	JSON	2021-10-15 11:19:21+00:00	7567949	5393	9931	(131, 1, 5251)	123	399	3.68
trans	2020-08-04	TSV	2021-10-02 08:34:10+00:00	2818	53	33	(20, 1, 32)	18	8	1.25
trans	2020-08-04	JSON	2021-10-02 08:34:10+00:00	37876	53	33	(20, 1, 32)	18	8	1.25
tto	19-07-2012-13-26	TSV	2021-10-26 20:11:57+00:00	2872286	38743	77538	(35, 1, 38704)	33	32747	4.00
tto	19-07-2012-13-26	JSON	2021-10-26 20:11:58+00:00	51540068	38743	77538	(35, 1, 38704)	33	32747	4.00
txpo	2020-03-03	TSV	2021-10-02 09:23:20+00:00	1858367	10299	22222	(76, 1, 10138)	65	726	4.31
txpo	2020-03-03	JSON	2021-10-02 09:23:21+00:00	18201271	10299	22222	(76, 1, 10138)	65	726	4.31
uberon	2021-10-01	TSV	2021-10-02 08:46:37+00:00	2701959	17076	32771	(3060, 1, 13712)	2884	2315	3.84
uberon	2021-10-01	JSON	2021-10-02 08:46:38+00:00	29444166	17076	32771	(3060, 1, 13712)	2884	2315	3.84
uo	release	TSV	2021-10-02 08:46:48+00:00	24513	656	791	(55, 1, 582)	53	38	2.41
uo	release	JSON	2021-10-02 08:46:47+00:00	501011	656	791	(55, 1, 582)	53	38	2.41
uo	release	TSV	2021-10-02 08:46:48+00:00	24513	656	791	(55, 1, 582)	53	38	2.41
uo	release	JSON	2021-10-02 08:46:47+00:00	501011	656	791	(55, 1, 582)	53	38	2.41
upa	2018-12-12	TSV	2021-10-02 09:31:45+00:00	331954	4687	1800	(3588, 1, 1053)	3564	62	0.77
upa	2018-12-12	JSON	2021-10-02 09:31:47+00:00	4032874	4687	1800	(3588, 1, 1053)	3564	62	0.77
upheno	no_version	TSV	2021-10-22 17:29:51+00:00	19285255	216924	308888	(30806, 1, 182233)	30784	2654	2.85
upheno	no_version	JSON	2021-10-22 17:29:53+00:00	20132427	216924	308888	(30806, 1, 182233)	30784	2654	2.85
vario	no_version	TSV	2021-10-22 17:35:07+00:00	23660	532	507	(38, 1, 495)	37	14	1.91
vario	no_version	JSON	2021-10-22 17:35:06+00:00	472897	532	507	(38, 1, 495)	37	14	1.91
vario	release	TSV	2021-10-15 12:06:53+00:00	23210	532	507	(38, 1, 495)	37	14	1.91
vario	release	JSON	2021-10-15 12:06:52+00:00	466603	532	507	(38, 1, 495)	37	14	1.91
vo	September_18__2021	TSV	2021-10-22 17:31:20+00:00	859880	7846	16387	(247, 1, 7562)	239	892	4.18
vo	September_18__2021	JSON	2021-10-22 17:31:21+00:00	4621268	7846	16387	(247, 1, 7562)	239	892	4.18
vt	04-10-2021-10-15	TSV	2021-10-27 15:39:32+00:00	271108	3747	4280	(115, 1, 3633)	114	30	2.28
vt	04-10-2021-10-15	JSON	2021-10-27 15:39:33+00:00	3903733	3747	4280	(115, 1, 3633)	114	30	2.28
vto	2020-11-13	TSV	2021-10-02 09:05:12+00:00	6644004	110499	213502	(3252, 1, 107240)	3248	78506	3.86
vto	2020-11-13	JSON	2021-10-02 09:05:09+00:00	129376998	110499	213502	(3252, 1, 107240)	3248	78506	3.86
wbbt	2021-09-27	TSV	2021-10-02 09:06:39+00:00	408012	7591	16001	(461, 1, 7131)	460	2922	4.22
wbbt	2021-09-27	JSON	2021-10-02 09:06:40+00:00	9768671	7591	16001	(461, 1, 7131)	460	2922	4.22
wbls	2021-07-06	TSV	2021-10-02 09:06:57+00:00	68705	811	2148	(32, 1, 779)	30	562	5.30
wbls	2021-07-06	JSON	2021-10-02 09:06:56+00:00	1548909	811	2148	(32, 1, 779)	30	562	5.30
wbphenotype	2021-10-25	TSV	2021-10-25 20:53:10+00:00	249809	4503	4177	(859, 1, 3643)	856	108	1.86
wbphenotype	2021-10-25	JSON	2021-10-25 20:53:09+00:00	3853234	4503	4177	(859, 1, 3643)	856	108	1.86
wbphenotype	2021-09-27	TSV	2021-10-02 09:07:29+00:00	177871	3536	3211	(858, 1, 2677)	855	108	1.82
wbphenotype	2021-09-27	JSON	2021-10-02 09:07:28+00:00	2960074	3536	3211	(858, 1, 2677)	855	108	1.82
xao	2021-03-04	TSV	2021-10-01 23:51:40+00:00	282927	1812	6835	(86, 1, 1725)	83	1001	7.54
xao	2021-03-04	JSON	2021-10-01 23:51:39+00:00	4435731	1812	6835	(86, 1, 1725)	83	1001	7.54
xco	4.46	TSV	2021-10-02 09:07:40+00:00	72290	718	843	(30, 1, 688)	28	31	2.35
xco	4.46	JSON	2021-10-02 09:07:39+00:00	841050	718	843	(30, 1, 688)	28	31	2.35
xlmod	no_version	TSV	2021-11-01 10:14:02+00:00	235						
xlmod	no_version	JSON	2021-11-01 10:14:01+00:00	4						
xpo	2021-03-05	TSV	2021-10-02 09:10:27+00:00	442745	21898	1	(21897, 1, 2)	21896	1	0.00
xpo	2021-03-05	JSON	2021-10-02 09:10:26+00:00	9954497	21898	1	(21897, 1, 2)	21896	1	0.00
zeco	2021-06-04	TSV	2021-10-02 09:10:33+00:00	6684	191	191	(27, 1, 164)	25	18	2.00
zeco	2021-06-04	JSON	2021-10-02 09:10:32+00:00	127772	191	191	(27, 1, 164)	25	18	2.00
zfa	2020-04-14	TSV	2021-10-01 23:52:44+00:00	492318	3260	12779	(86, 1, 3171)	82	2218	7.84
zfa	2020-04-14	JSON	2021-10-01 23:52:45+00:00	8045157	3260	12779	(86, 1, 3171)	82	2218	7.84
zfs	2020-03-10	TSV	2021-10-02 09:10:38+00:00	5091	77	149	(20, 1, 54)	15	53	3.87
zfs	2020-03-10	JSON	2021-10-02 09:10:37+00:00	95337	77	149	(20, 1, 54)	15	53	3.87
zp	2020-08-02	TSV	2021-10-02 09:15:00+00:00	845996	40662	1	(40661, 1, 2)	40660	1	0.00
zp	2020-08-02	JSON	2021-10-02 09:15:01+00:00	16324924	40662	1	(40661, 1, 2)	40660	1	0.00
